txn_id,account_id,timestamp,amount,currency,channel,mcc,merchant,country,state,description,label_fraud
T003571,A100087,2024-02-04T22:09:00,31.67,USD,ECOM,5812,LIQUORHUT,US,ON,LIQUORHUT ON ECOM *REF 37725,0
T004468,A100263,2024-02-05T00:09:00,47.19,USD,POS,5921,GENSTORE,US,BC,GENSTORE BC POS *REF 53896,0
T003181,A100257,2024-02-05T00:20:00,80.53,USD,POS,5921,CAFEBEAN,US,NY,CAFEBEAN NY POS *REF 32356,0
T004482,A100034,2024-02-05T00:23:00,372.92,USD,POS,5732,LUXSTORE,US,NJ,LUXSTORE NJ POS *REF 22240,1
T002994,A100198,2024-02-05T00:25:00,52.22,USD,ECOM,5732,ATM*WITHDRAW,US,CA,ATM*WITHDRAW CA ECOM *REF 68359,0
T002144,A100187,2024-02-05T01:13:00,159.34,USD,POS,6011,GROCERYMART,US,ON,GROCERYMART ON POS *REF 21775,0
T004671,A100243,2024-02-05T01:31:00,77.07,USD,ECOM,5921,GENSTORE,US,NY,GENSTORE NY ECOM *REF 62645,0
T000488,A100281,2024-02-05T01:56:00,30.36,USD,POS,4789,SHIP*FREIGHT,US,BC,SHIP*FREIGHT BC POS *REF 41410,0
T002286,A100265,2024-02-05T03:16:00,61.18,USD,ECOM,6011,LIQUORHUT,US,ON,LIQUORHUT ON ECOM *REF 61106,0
T000142,A100281,2024-02-05T03:23:00,63.69,USD,ECOM,5999,GENSTORE,US,BC,GENSTORE BC ECOM *REF 47102,0
T004533,A100071,2024-02-05T03:37:00,59.53,USD,P2P,5732,ELECTROHUB,US,ON,ELECTROHUB ON P2P *REF 98787,0
T000367,A100085,2024-02-05T04:12:00,56.01,USD,P2P,6011,ATM*WITHDRAW,US,BC,ATM*WITHDRAW BC P2P *REF 62168,0
T002516,A100077,2024-02-05T04:20:00,1.95,USD,POS,5411,UBER*TRIP,US,NY,UBER*TRIP NY POS *REF 35665,0
T003648,A100092,2024-02-05T06:04:00,88.3,USD,POS,5411,SHIP*FREIGHT,US,QC,SHIP*FREIGHT QC POS *REF 61875,0
T003718,A100079,2024-02-05T06:34:00,238.54,USD,ECOM,4829,ELECTROHUB,US,QC,ELECTROHUB QC ECOM *REF 54026,1
T000341,A100078,2024-02-05T08:40:00,83.47,USD,POS,5921,ELECTROHUB,US,TX,ELECTROHUB TX POS *REF 11062,0
T000155,A100204,2024-02-05T08:46:00,89.19,USD,P2P,4111,HOTELINN,US,BC,HOTELINN BC P2P *REF 54465,0
T002209,A100143,2024-02-05T12:15:00,63.43,USD,POS,7011,CAFEBEAN,US,NJ,CAFEBEAN NJ POS *REF 47217,0
T002202,A100249,2024-02-05T13:46:00,81.56,USD,ECOM,5999,GENSTORE,US,ON,GENSTORE ON ECOM *REF 67578,0
T002746,A100051,2024-02-05T14:07:00,71.42,USD,P2P,6011,ATM*WITHDRAW,US,ON,ATM*WITHDRAW ON P2P *REF 42357,0
T000954,A100290,2024-02-05T14:33:00,50.49,USD,ECOM,5812,GROCERYMART,CA,NY,GROCERYMART NY ECOM *REF 78307,0
T000245,A100297,2024-02-05T15:16:00,45.81,USD,ECOM,7011,GROCERYMART,CA,NY,GROCERYMART NY ECOM *REF 19543,0
T002176,A100024,2024-02-05T16:58:00,87.7,USD,ECOM,7011,UBER*TRIP,US,ON,UBER*TRIP ON ECOM *REF 98873,0
T000856,A100227,2024-02-05T17:15:00,69.07,USD,POS,4789,GENSTORE,US,QC,GENSTORE QC POS *REF 23538,0
T003597,A100196,2024-02-05T17:48:00,16.78,USD,POS,5732,LIQUORHUT,US,QC,LIQUORHUT QC POS *REF 18760,0
T003418,A100228,2024-02-05T18:29:00,10.44,USD,ATM,5411,HOTELINN,US,QC,HOTELINN QC ATM *REF 38457,0
T002666,A100213,2024-02-05T18:48:00,62.13,USD,ECOM,5999,ATM*WITHDRAW,CA,NJ,ATM*WITHDRAW NJ ECOM *REF 28907,0
T002824,A100144,2024-02-05T19:25:00,122.55,USD,POS,4789,SHIP*FREIGHT,US,BC,SHIP*FREIGHT BC POS *REF 31881,0
T000456,A100081,2024-02-05T19:29:00,7.06,USD,POS,5921,UBER*TRIP,US,NY,UBER*TRIP NY POS *REF 11382,0
T002687,A100126,2024-02-05T20:52:00,108.47,USD,POS,4789,ATM*WITHDRAW,US,BC,ATM*WITHDRAW BC POS *REF 35429,0
T003022,A100079,2024-02-05T21:11:00,72.16,USD,ECOM,5999,HOTELINN,US,QC,HOTELINN QC ECOM *REF 11204,0
T002048,A100092,2024-02-05T22:20:00,81.35,USD,POS,6011,LIQUORHUT,US,QC,LIQUORHUT QC POS *REF 97498,0
T003137,A100299,2024-02-05T22:21:00,555.22,USD,POS,5732,CRYPTO*EXCHANGE,US,ON,CRYPTO*EXCHANGE ON POS *REF 24114,1
T004624,A100132,2024-02-06T01:27:00,73.75,USD,ECOM,5732,UBER*TRIP,US,QC,UBER*TRIP QC ECOM *REF 23342,0
T001835,A100011,2024-02-06T01:45:00,96.59,USD,POS,7011,HOTELINN,CA,TX,HOTELINN TX POS *REF 21844,0
T001198,A100104,2024-02-06T02:05:00,105.84,USD,ECOM,4111,CAFEBEAN,US,NY,CAFEBEAN NY ECOM *REF 28112,0
T000643,A100145,2024-02-06T03:32:00,2.24,USD,ECOM,7011,ELECTROHUB,US,CA,ELECTROHUB CA ECOM *REF 21361,0
T002221,A100210,2024-02-06T04:13:00,29.49,USD,ECOM,5999,LIQUORHUT,US,NY,LIQUORHUT NY ECOM *REF 97143,0
T002341,A100254,2024-02-06T04:51:00,14.82,USD,ECOM,5921,SHIP*FREIGHT,US,CA,SHIP*FREIGHT CA ECOM *REF 85216,0
T004540,A100060,2024-02-06T05:48:00,21.15,USD,ECOM,5732,SHIP*FREIGHT,US,NJ,SHIP*FREIGHT NJ ECOM *REF 87417,0
T000071,A100052,2024-02-06T08:03:00,2.72,USD,ECOM,7011,UBER*TRIP,US,NJ,UBER*TRIP NJ ECOM *REF 21483,0
T000852,A100052,2024-02-06T08:14:00,25.0,USD,POS,5999,LIQUORHUT,US,NJ,LIQUORHUT NJ POS *REF 53147,0
T002001,A100071,2024-02-06T08:16:00,29.69,USD,ECOM,5812,ATM*WITHDRAW,US,ON,ATM*WITHDRAW ON ECOM *REF 43528,0
T004911,A100207,2024-02-06T08:35:00,120.1,USD,ECOM,7011,GENSTORE,US,NY,GENSTORE NY ECOM *REF 56353,0
T001575,A100175,2024-02-06T09:04:00,225.95,USD,ECOM,4789,ELECTROHUB,US,QC,ELECTROHUB QC ECOM *REF 12093,0
T001997,A100093,2024-02-06T09:13:00,64.02,USD,ECOM,7011,GROCERYMART,US,QC,GROCERYMART QC ECOM *REF 39238,0
T004128,A100091,2024-02-06T09:15:00,95.05,USD,POS,6011,UBER*TRIP,US,BC,UBER*TRIP BC POS *REF 86252,0
T002284,A100239,2024-02-06T09:52:00,107.44,USD,POS,5921,ELECTROHUB,US,QC,ELECTROHUB QC POS *REF 90499,0
T000522,A100111,2024-02-06T09:58:00,20.76,USD,POS,4111,CAFEBEAN,US,TX,CAFEBEAN TX POS *REF 43479,0
T000417,A100232,2024-02-06T11:34:00,89.75,USD,ECOM,4789,ELECTROHUB,CA,TX,ELECTROHUB TX ECOM *REF 22843,0
T004754,A100033,2024-02-06T13:18:00,8.08,USD,POS,5812,SHIP*FREIGHT,US,CA,SHIP*FREIGHT CA POS *REF 97647,0
T002596,A100125,2024-02-06T13:30:00,50.14,USD,POS,7011,GENSTORE,US,NY,GENSTORE NY POS *REF 36672,0
T001461,A100134,2024-02-06T13:31:00,197.44,USD,POS,4789,UBER*TRIP,US,NJ,UBER*TRIP NJ POS *REF 48689,0
T003687,A100135,2024-02-06T14:16:00,45.19,USD,ECOM,5411,GENSTORE,US,ON,GENSTORE ON ECOM *REF 46424,0
T000242,A100126,2024-02-06T15:14:00,108.37,USD,ECOM,5999,ATM*WITHDRAW,US,BC,ATM*WITHDRAW BC ECOM *REF 36766,0
T001559,A100244,2024-02-06T17:05:00,102.87,USD,POS,5411,GENSTORE,US,NY,GENSTORE NY POS *REF 79097,0
T002282,A100032,2024-02-06T17:47:00,90.48,USD,ECOM,7011,CAFEBEAN,US,TX,CAFEBEAN TX ECOM *REF 84812,0
T001691,A100175,2024-02-06T18:32:00,26.33,USD,POS,5921,SHIP*FREIGHT,US,QC,SHIP*FREIGHT QC POS *REF 82419,0
T000059,A100237,2024-02-06T19:18:00,123.07,USD,P2P,5732,ELECTROHUB,US,NJ,ELECTROHUB NJ P2P *REF 96282,0
T003472,A100247,2024-02-06T19:22:00,19.6,USD,ECOM,7011,GROCERYMART,US,NY,GROCERYMART NY ECOM *REF 99144,0
T002445,A100183,2024-02-06T19:40:00,78.45,USD,ECOM,7011,GROCERYMART,US,NY,GROCERYMART NY ECOM *REF 79125,0
T001961,A100225,2024-02-06T20:48:00,118.51,USD,POS,5921,ATM*WITHDRAW,CA,NY,ATM*WITHDRAW NY POS *REF 96804,0
T001646,A100268,2024-02-06T22:49:00,29.76,USD,ECOM,4111,SHIP*FREIGHT,US,TX,SHIP*FREIGHT TX ECOM *REF 59419,0
T003063,A100248,2024-02-06T23:08:00,22.05,USD,ECOM,5411,GENSTORE,US,BC,GENSTORE BC ECOM *REF 96649,0
T001731,A100214,2024-02-06T23:46:00,65.39,USD,ECOM,5732,HOTELINN,US,BC,HOTELINN BC ECOM *REF 65972,0
T004076,A100163,2024-02-07T00:11:00,110.04,USD,ECOM,6011,GROCERYMART,US,QC,GROCERYMART QC ECOM *REF 40218,0
T002083,A100019,2024-02-07T00:21:00,52.77,USD,ECOM,7011,HOTELINN,US,NY,HOTELINN NY ECOM *REF 98414,0
T002196,A100082,2024-02-07T00:40:00,134.83,USD,ECOM,5812,HOTELINN,CA,QC,HOTELINN QC ECOM *REF 41285,0
T001492,A100043,2024-02-07T02:35:00,115.99,USD,ECOM,4111,ELECTROHUB,US,TX,ELECTROHUB TX ECOM *REF 91294,0
T001264,A100265,2024-02-07T03:45:00,54.42,USD,ECOM,4789,GROCERYMART,US,ON,GROCERYMART ON ECOM *REF 71719,0
T004776,A100039,2024-02-07T04:25:00,69.06,USD,POS,5921,ELECTROHUB,US,QC,ELECTROHUB QC POS *REF 93064,0
T003083,A100164,2024-02-07T04:46:00,75.4,USD,P2P,5921,LIQUORHUT,US,CA,LIQUORHUT CA P2P *REF 56979,0
T001505,A100275,2024-02-07T04:57:00,32.56,USD,ECOM,7011,UBER*TRIP,US,TX,UBER*TRIP TX ECOM *REF 51589,0
T004267,A100187,2024-02-07T05:37:00,89.55,USD,ECOM,6011,SHIP*FREIGHT,US,ON,SHIP*FREIGHT ON ECOM *REF 66626,0
T000119,A100191,2024-02-07T08:18:00,101.25,USD,ECOM,5732,CRYPTO*EXCHANGE,US,TX,CRYPTO*EXCHANGE TX ECOM *REF 74071,1
T002860,A100294,2024-02-07T09:06:00,99.52,USD,POS,6011,ELECTROHUB,CA,BC,ELECTROHUB BC POS *REF 80686,0
T003293,A100298,2024-02-07T09:16:00,57.64,USD,POS,5732,GROCERYMART,US,NY,GROCERYMART NY POS *REF 58180,0
T001942,A100197,2024-02-07T09:28:00,58.21,USD,ECOM,5921,CAFEBEAN,CA,TX,CAFEBEAN TX ECOM *REF 54432,0
T000739,A100244,2024-02-07T10:26:00,58.05,USD,POS,6011,CAFEBEAN,US,NY,CAFEBEAN NY POS *REF 70742,0
T002780,A100149,2024-02-07T10:52:00,28.05,USD,ECOM,5999,LIQUORHUT,US,NJ,LIQUORHUT NJ ECOM *REF 34911,0
T003595,A100275,2024-02-07T11:27:00,14.98,USD,POS,7011,ATM*WITHDRAW,US,TX,ATM*WITHDRAW TX POS *REF 55705,0
T002249,A100170,2024-02-07T11:44:00,64.1,USD,POS,5999,ELECTROHUB,US,ON,ELECTROHUB ON POS *REF 65197,0
T002701,A100052,2024-02-07T12:13:00,78.52,USD,POS,5732,ATM*WITHDRAW,US,NJ,ATM*WITHDRAW NJ POS *REF 80185,0
T002602,A100229,2024-02-07T12:39:00,86.01,USD,ECOM,6011,HOTELINN,US,NY,HOTELINN NY ECOM *REF 38678,0
T001279,A100068,2024-02-07T14:05:00,71.07,USD,ATM,5999,UBER*TRIP,US,QC,UBER*TRIP QC ATM *REF 98756,0
T002945,A100151,2024-02-07T15:20:00,46.25,USD,POS,5732,UBER*TRIP,CA,NJ,UBER*TRIP NJ POS *REF 60132,0
T003828,A100246,2024-02-07T15:44:00,74.95,USD,ECOM,6011,GROCERYMART,US,NJ,GROCERYMART NJ ECOM *REF 56480,0
T004925,A100099,2024-02-07T16:05:00,52.89,USD,ECOM,5999,GENSTORE,CA,NY,GENSTORE NY ECOM *REF 20947,0
T002016,A100036,2024-02-07T16:33:00,9.91,USD,POS,5732,GENSTORE,US,NJ,GENSTORE NJ POS *REF 90947,0
T003159,A100295,2024-02-07T18:29:00,83.16,USD,POS,5999,CAFEBEAN,CA,ON,CAFEBEAN ON POS *REF 11172,0
T001565,A100238,2024-02-07T19:29:00,68.46,USD,ECOM,4789,HOTELINN,US,NY,HOTELINN NY ECOM *REF 11222,0
T001014,A100145,2024-02-07T23:17:00,45.14,USD,POS,7011,UBER*TRIP,US,CA,UBER*TRIP CA POS *REF 97929,0
T004296,A100257,2024-02-08T00:55:00,72.43,USD,ECOM,5812,ATM*WITHDRAW,US,NY,ATM*WITHDRAW NY ECOM *REF 93127,0
T004218,A100086,2024-02-08T01:07:00,44.2,USD,POS,5732,GROCERYMART,US,CA,GROCERYMART CA POS *REF 79270,0
T003429,A100063,2024-02-08T06:38:00,51.81,USD,POS,5812,UBER*TRIP,US,NJ,UBER*TRIP NJ POS *REF 88044,0
T001298,A100034,2024-02-08T09:23:00,8.52,USD,ECOM,4111,SHIP*FREIGHT,US,NJ,SHIP*FREIGHT NJ ECOM *REF 41931,0
T002911,A100181,2024-02-08T09:35:00,28.67,USD,ECOM,7011,GROCERYMART,CA,ON,GROCERYMART ON ECOM *REF 54193,0
T004866,A100100,2024-02-08T09:55:00,119.41,USD,ECOM,4111,ATM*WITHDRAW,CA,TX,ATM*WITHDRAW TX ECOM *REF 36338,0
T003096,A100137,2024-02-08T09:57:00,97.42,USD,POS,7011,UBER*TRIP,US,CA,UBER*TRIP CA POS *REF 27598,0
T004332,A100049,2024-02-08T10:06:00,148.58,USD,ECOM,4111,CAFEBEAN,US,BC,CAFEBEAN BC ECOM *REF 71323,0
T001176,A100151,2024-02-08T13:35:00,67.76,USD,ECOM,5812,HOTELINN,CA,NJ,HOTELINN NJ ECOM *REF 49340,0
T003140,A100064,2024-02-08T14:50:00,129.17,USD,ECOM,6011,ELECTROHUB,US,ON,ELECTROHUB ON ECOM *REF 53846,0
T001728,A100000,2024-02-08T15:10:00,71.92,USD,ECOM,5411,UBER*TRIP,US,ON,UBER*TRIP ON ECOM *REF 56123,0
T002556,A100271,2024-02-08T17:16:00,55.77,USD,ATM,5411,HOTELINN,US,NJ,HOTELINN NJ ATM *REF 99237,0
T002038,A100238,2024-02-08T18:39:00,131.96,USD,POS,4789,GENSTORE,US,NY,GENSTORE NY POS *REF 79922,0
T003529,A100254,2024-02-08T19:47:00,203.17,USD,ECOM,5999,CRYPTO*EXCHANGE,US,CA,CRYPTO*EXCHANGE CA ECOM *REF 85773,1
T000923,A100289,2024-02-08T21:01:00,63.18,USD,ECOM,5411,CAFEBEAN,US,NJ,CAFEBEAN NJ ECOM *REF 86848,0
T000773,A100278,2024-02-08T22:50:00,9.77,USD,ECOM,5812,CAFEBEAN,CA,TX,CAFEBEAN TX ECOM *REF 95794,0
T003066,A100197,2024-02-08T23:00:00,68.23,USD,P2P,5411,CAFEBEAN,CA,TX,CAFEBEAN TX P2P *REF 22936,0
T002167,A100133,2024-02-08T23:02:00,18.71,USD,ATM,5812,UBER*TRIP,US,BC,UBER*TRIP BC ATM *REF 62237,0
T001710,A100092,2024-02-09T00:18:00,83.88,USD,POS,7011,SHIP*FREIGHT,US,QC,SHIP*FREIGHT QC POS *REF 66080,0
T001540,A100259,2024-02-09T01:17:00,108.29,USD,POS,4789,ELECTROHUB,US,BC,ELECTROHUB BC POS *REF 37631,0
T004346,A100166,2024-02-09T03:07:00,8.66,USD,ECOM,5812,CAFEBEAN,CA,ON,CAFEBEAN ON ECOM *REF 90826,0
T001037,A100191,2024-02-09T03:17:00,84.95,USD,ATM,5921,GROCERYMART,US,TX,GROCERYMART TX ATM *REF 37371,0
T003967,A100026,2024-02-09T04:05:00,37.75,USD,ECOM,5812,UBER*TRIP,US,CA,UBER*TRIP CA ECOM *REF 21723,0
T002439,A100096,2024-02-09T04:27:00,30.4,USD,POS,7011,ATM*WITHDRAW,US,BC,ATM*WITHDRAW BC POS *REF 17787,0
T003954,A100057,2024-02-09T04:30:00,195.39,USD,ECOM,5921,ELECTROHUB,US,ON,ELECTROHUB ON ECOM *REF 88542,0
T000512,A100119,2024-02-09T05:03:00,52.89,USD,ECOM,5812,LIQUORHUT,US,ON,LIQUORHUT ON ECOM *REF 38341,0
T004413,A100233,2024-02-09T07:09:00,144.03,USD,POS,7011,ELECTROHUB,US,NJ,ELECTROHUB NJ POS *REF 87195,0
T003259,A100101,2024-02-09T07:35:00,68.98,USD,ECOM,5411,CAFEBEAN,US,ON,CAFEBEAN ON ECOM *REF 32059,0
T003742,A100253,2024-02-09T09:17:00,104.01,USD,POS,5921,CAFEBEAN,US,NJ,CAFEBEAN NJ POS *REF 98774,0
T002589,A100177,2024-02-09T09:51:00,5.64,USD,ECOM,5411,GENSTORE,CA,NY,GENSTORE NY ECOM *REF 51536,0
T002387,A100102,2024-02-09T10:00:00,37.64,USD,POS,4111,UBER*TRIP,US,NJ,UBER*TRIP NJ POS *REF 73339,0
T003064,A100264,2024-02-09T10:10:00,117.96,USD,ECOM,6011,UBER*TRIP,CA,BC,UBER*TRIP BC ECOM *REF 78472,0
T000616,A100148,2024-02-09T10:31:00,91.42,USD,ECOM,7011,ELECTROHUB,US,CA,ELECTROHUB CA ECOM *REF 11696,0
T004123,A100017,2024-02-09T14:24:00,59.57,USD,POS,5732,UBER*TRIP,US,NJ,UBER*TRIP NJ POS *REF 24092,0
T000891,A100135,2024-02-09T14:50:00,112.06,USD,POS,5921,ELECTROHUB,US,ON,ELECTROHUB ON POS *REF 83902,0
T000524,A100141,2024-02-09T14:57:00,131.64,USD,ECOM,5411,SHIP*FREIGHT,US,BC,SHIP*FREIGHT BC ECOM *REF 58845,0
T001683,A100255,2024-02-09T14:58:00,88.71,USD,POS,5812,ELECTROHUB,US,BC,ELECTROHUB BC POS *REF 92724,0
T002328,A100219,2024-02-09T15:07:00,661.87,USD,POS,5999,LUXSTORE,US,QC,LUXSTORE QC POS *REF 90959,1
T002791,A100110,2024-02-09T17:34:00,71.97,USD,ECOM,6011,LIQUORHUT,US,ON,LIQUORHUT ON ECOM *REF 59321,0
T003190,A100177,2024-02-09T17:37:00,52.18,USD,ECOM,5411,GROCERYMART,CA,NY,GROCERYMART NY ECOM *REF 27419,0
T000687,A100189,2024-02-09T18:11:00,46.06,USD,ECOM,4111,HOTELINN,US,NY,HOTELINN NY ECOM *REF 66930,0
T000880,A100065,2024-02-09T18:48:00,36.71,USD,ECOM,5921,LIQUORHUT,US,ON,LIQUORHUT ON ECOM *REF 91587,0
T001070,A100187,2024-02-09T19:40:00,60.04,USD,POS,4789,LIQUORHUT,US,ON,LIQUORHUT ON POS *REF 38485,0
T000932,A100147,2024-02-09T19:58:00,48.55,USD,ECOM,7011,GROCERYMART,US,CA,GROCERYMART CA ECOM *REF 69669,0
T001708,A100164,2024-02-09T21:32:00,72.07,USD,POS,7011,UBER*TRIP,US,CA,UBER*TRIP CA POS *REF 40212,0
T004017,A100143,2024-02-09T23:28:00,102.56,USD,ECOM,4789,HOTELINN,US,NJ,HOTELINN NJ ECOM *REF 64196,0
T001519,A100056,2024-02-10T00:42:00,82.73,USD,POS,5411,ELECTROHUB,US,BC,ELECTROHUB BC POS *REF 84225,0
T003198,A100081,2024-02-10T01:58:00,79.86,USD,ECOM,5999,ELECTROHUB,US,NY,ELECTROHUB NY ECOM *REF 55137,0
T001804,A100036,2024-02-10T02:31:00,165.29,USD,ECOM,4789,ELECTROHUB,US,NJ,ELECTROHUB NJ ECOM *REF 29859,0
T001993,A100138,2024-02-10T02:58:00,4.87,USD,ECOM,7011,HOTELINN,US,BC,HOTELINN BC ECOM *REF 39193,0
T000407,A100215,2024-02-10T03:30:00,73.68,USD,ATM,5732,GENSTORE,US,BC,GENSTORE BC ATM *REF 50557,0
T002862,A100223,2024-02-10T04:15:00,87.07,USD,P2P,4111,GENSTORE,CA,ON,GENSTORE ON P2P *REF 36114,0
T003226,A100294,2024-02-10T04:36:00,90.08,USD,ECOM,7011,UBER*TRIP,CA,BC,UBER*TRIP BC ECOM *REF 41492,0
T001926,A100208,2024-02-10T05:57:00,64.03,USD,ECOM,4111,LIQUORHUT,US,CA,LIQUORHUT CA ECOM *REF 10302,0
T000702,A100236,2024-02-10T07:23:00,80.34,USD,POS,7011,CAFEBEAN,US,BC,CAFEBEAN BC POS *REF 64231,0
T001320,A100065,2024-02-10T09:03:00,61.43,USD,ECOM,4111,GROCERYMART,US,ON,GROCERYMART ON ECOM *REF 45074,0
T001563,A100075,2024-02-10T09:42:00,380.23,USD,ECOM,4829,CRYPTO*EXCHANGE,US,BC,CRYPTO*EXCHANGE BC ECOM *REF 16679,1
T002492,A100079,2024-02-10T11:09:00,23.94,USD,ECOM,4111,LIQUORHUT,US,QC,LIQUORHUT QC ECOM *REF 89657,0
T004495,A100029,2024-02-10T11:53:00,50.91,USD,POS,4111,ELECTROHUB,US,CA,ELECTROHUB CA POS *REF 60379,0
T001607,A100089,2024-02-10T14:01:00,47.38,USD,POS,5411,SHIP*FREIGHT,US,BC,SHIP*FREIGHT BC POS *REF 59193,0
T000714,A100044,2024-02-10T14:15:00,129.26,USD,POS,5732,UBER*TRIP,CA,BC,UBER*TRIP BC POS *REF 59364,0
T003050,A100121,2024-02-10T14:51:00,79.48,USD,POS,5921,SHIP*FREIGHT,US,QC,SHIP*FREIGHT QC POS *REF 55593,0
T003810,A100111,2024-02-10T14:58:00,134.06,USD,POS,5921,GROCERYMART,US,TX,GROCERYMART TX POS *REF 31699,0
T002603,A100168,2024-02-10T15:19:00,49.31,USD,ECOM,7011,ATM*WITHDRAW,US,NY,ATM*WITHDRAW NY ECOM *REF 21247,0
T003255,A100261,2024-02-10T15:25:00,47.07,USD,ECOM,5921,UBER*TRIP,CA,QC,UBER*TRIP QC ECOM *REF 68270,0
T004791,A100236,2024-02-10T17:09:00,30.92,USD,ATM,4789,GENSTORE,US,BC,GENSTORE BC ATM *REF 90145,0
T000601,A100261,2024-02-10T18:50:00,187.64,USD,POS,5732,ELECTROHUB,CA,QC,ELECTROHUB QC POS *REF 55958,1
T002142,A100183,2024-02-10T20:11:00,51.85,USD,ECOM,5411,GROCERYMART,US,NY,GROCERYMART NY ECOM *REF 54252,0
T001251,A100119,2024-02-10T21:01:00,315.02,USD,POS,5732,CRYPTO*EXCHANGE,US,ON,CRYPTO*EXCHANGE ON POS *REF 67161,1
T001803,A100104,2024-02-10T21:51:00,131.02,USD,POS,5732,UBER*TRIP,US,NY,UBER*TRIP NY POS *REF 38814,0
T000821,A100069,2024-02-10T23:00:00,43.71,USD,ECOM,7011,GROCERYMART,US,NY,GROCERYMART NY ECOM *REF 98641,0
T004663,A100285,2024-02-10T23:27:00,17.54,USD,POS,4111,GROCERYMART,US,BC,GROCERYMART BC POS *REF 66326,0
T002032,A100214,2024-02-11T00:01:00,56.36,USD,POS,5999,HOTELINN,US,BC,HOTELINN BC POS *REF 78836,0
T000150,A100257,2024-02-11T00:23:00,94.62,USD,ECOM,4789,ELECTROHUB,US,NY,ELECTROHUB NY ECOM *REF 20080,0
T004382,A100125,2024-02-11T01:02:00,91.47,USD,P2P,5411,CAFEBEAN,US,NY,CAFEBEAN NY P2P *REF 15115,0
T000986,A100008,2024-02-11T01:22:00,19.91,USD,POS,4111,SHIP*FREIGHT,US,QC,SHIP*FREIGHT QC POS *REF 78184,0
T000281,A100066,2024-02-11T02:24:00,68.05,USD,ATM,4789,UBER*TRIP,US,TX,UBER*TRIP TX ATM *REF 41092,0
T002888,A100119,2024-02-11T02:57:00,54.79,USD,ECOM,5999,LIQUORHUT,US,ON,LIQUORHUT ON ECOM *REF 76828,0
T003855,A100075,2024-02-11T04:33:00,37.17,USD,ECOM,5812,ATM*WITHDRAW,US,BC,ATM*WITHDRAW BC ECOM *REF 76662,0
T004985,A100079,2024-02-11T04:35:00,35.77,USD,POS,4789,GROCERYMART,US,QC,GROCERYMART QC POS *REF 73996,0
T003583,A100297,2024-02-11T04:41:00,48.27,USD,ECOM,5411,ATM*WITHDRAW,CA,NY,ATM*WITHDRAW NY ECOM *REF 19140,0
T004636,A100062,2024-02-11T04:42:00,109.4,USD,ECOM,5411,SHIP*FREIGHT,US,NY,SHIP*FREIGHT NY ECOM *REF 40879,0
T002043,A100092,2024-02-11T05:44:00,103.68,USD,POS,5812,HOTELINN,US,QC,HOTELINN QC POS *REF 59630,0
T003109,A100183,2024-02-11T07:41:00,84.08,USD,POS,7011,ATM*WITHDRAW,US,NY,ATM*WITHDRAW NY POS *REF 55980,0
T001780,A100217,2024-02-11T09:04:00,18.62,USD,POS,7011,LIQUORHUT,US,NY,LIQUORHUT NY POS *REF 38556,0
T003206,A100180,2024-02-11T10:40:00,65.96,USD,ECOM,5921,GENSTORE,CA,QC,GENSTORE QC ECOM *REF 59406,0
T001798,A100124,2024-02-11T10:53:00,36.07,USD,ECOM,7011,CAFEBEAN,US,BC,CAFEBEAN BC ECOM *REF 29058,0
T001865,A100065,2024-02-11T11:13:00,104.65,USD,ECOM,6011,ELECTROHUB,US,ON,ELECTROHUB ON ECOM *REF 64207,0
T001776,A100207,2024-02-11T12:19:00,40.38,USD,POS,5921,UBER*TRIP,US,NY,UBER*TRIP NY POS *REF 99554,0
T000555,A100097,2024-02-11T12:19:00,27.04,USD,ECOM,5812,UBER*TRIP,US,ON,UBER*TRIP ON ECOM *REF 35220,0
T004011,A100019,2024-02-11T12:55:00,197.19,USD,POS,4829,LUXSTORE,US,NY,LUXSTORE NY POS *REF 40232,1
T002611,A100134,2024-02-11T14:06:00,106.08,USD,ECOM,7011,SHIP*FREIGHT,US,NJ,SHIP*FREIGHT NJ ECOM *REF 19043,0
T004758,A100050,2024-02-11T14:14:00,4.36,USD,ECOM,5411,CAFEBEAN,US,TX,CAFEBEAN TX ECOM *REF 66561,0
T001377,A100137,2024-02-11T14:24:00,20.44,USD,ECOM,5411,UBER*TRIP,US,CA,UBER*TRIP CA ECOM *REF 82264,0
T000088,A100028,2024-02-11T15:22:00,58.27,USD,POS,5732,ATM*WITHDRAW,US,TX,ATM*WITHDRAW TX POS *REF 31683,0
T001655,A100116,2024-02-11T15:23:00,76.64,USD,ECOM,5732,ATM*WITHDRAW,US,TX,ATM*WITHDRAW TX ECOM *REF 53675,0
T004481,A100028,2024-02-11T15:46:00,85.48,USD,POS,5921,GROCERYMART,US,TX,GROCERYMART TX POS *REF 72784,0
T003017,A100019,2024-02-11T17:42:00,1.5,USD,ECOM,5411,HOTELINN,US,NY,HOTELINN NY ECOM *REF 63536,0
T003589,A100063,2024-02-11T18:29:00,100.61,USD,ECOM,5999,ELECTROHUB,US,NJ,ELECTROHUB NJ ECOM *REF 78582,0
T002219,A100272,2024-02-11T18:52:00,64.28,USD,POS,5812,UBER*TRIP,US,NY,UBER*TRIP NY POS *REF 48200,0
T001238,A100123,2024-02-11T19:18:00,75.68,USD,P2P,4789,UBER*TRIP,US,NY,UBER*TRIP NY P2P *REF 46031,0
