account_id,timestamp,amount,merchant,mcc,country,anomaly_score,anomaly_flag,reason_tags,risk_theme,nl_explanation
A100169,2024-03-12 02:51:00,369.77,LUXSTORE,5732,CA,0.08981487161872281,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0898. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100217,2024-04-03 12:34:00,324.8,ELECTROHUB,4829,US,0.08978256368688564,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0898. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100048,2024-05-24 13:24:00,133.91,CAFEBEAN,5921,US,0.0896590981728631,1,"['high_amount_vs_customer_baseline', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0897. Key indicators: Amount is significantly above this customer baseline behavior. Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100235,2024-05-09 22:13:00,107.8,ATM*WITHDRAW,5411,CA,0.08953707309758085,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0895. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100031,2024-05-04 10:15:00,172.42,ELECTROHUB,5921,CA,0.08932274072248225,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0893. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100120,2024-03-25 13:47:00,148.34,UBER*TRIP,5921,US,0.08930956019583569,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0893. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100223,2024-02-15 11:18:00,291.82,ELECTROHUB,6011,CA,0.08892142668461922,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0889. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100240,2024-06-25 04:49:00,380.35,ELECTROHUB,5999,CA,0.08868054607850484,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0887. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100198,2024-03-06 23:58:00,138.71,ELECTROHUB,5411,US,0.08866254527192707,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0887. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100048,2024-04-01 23:07:00,150.21,GENSTORE,4111,US,0.0885283721599206,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0885. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100119,2024-02-10 21:01:00,315.02,CRYPTO*EXCHANGE,5732,US,0.0884669610000497,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0885. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100272,2024-02-25 09:50:00,109.2,ELECTROHUB,5812,US,0.08846192183582702,1,['high_amount_vs_customer_baseline'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0885. Key indicators: Amount is significantly above this customer baseline behavior. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100235,2024-01-07 22:45:00,93.74,HOTELINN,7011,CA,0.0884237097110826,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0884. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100048,2024-05-19 10:42:00,97.09,CAFEBEAN,4111,US,0.08840443573974743,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0884. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100297,2024-03-23 20:40:00,95.36,ELECTROHUB,7011,CA,0.08840443573974743,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0884. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100075,2024-02-10 09:42:00,380.23,CRYPTO*EXCHANGE,4829,US,0.08838821644926731,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0884. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100216,2024-03-28 22:00:00,132.47,GENSTORE,5921,US,0.08830783014383403,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0883. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100125,2024-04-29 08:03:00,153.84,ELECTROHUB,4111,US,0.08829681093901076,1,"['high_amount', 'unusual_merchant_diversity_pattern', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0883. Key indicators: Transaction amount is unusually high compared with the global distribution. Merchant diversity pattern is unusual for this account profile. Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100143,2024-01-24 05:54:00,337.16,ELECTROHUB,5732,US,0.08827580703189664,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0883. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100189,2024-01-28 15:14:00,367.78,LUXSTORE,5999,US,0.08825193651810892,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0883. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100120,2024-05-11 18:55:00,116.78,HOTELINN,4111,US,0.0881322305545662,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0881. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100281,2024-04-18 18:04:00,108.14,LIQUORHUT,5411,US,0.08807758358570628,1,"['new_account_low_tenure', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0881. Key indicators: Account tenure is low, which can increase behavioral uncertainty. Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100072,2024-04-11 16:39:00,379.67,ELECTROHUB,5732,CA,0.08806084720509855,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0881. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100106,2024-02-17 03:24:00,104.44,SHIP*FREIGHT,7011,US,0.08803754619753168,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0880. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100106,2024-03-17 04:04:00,111.76,LIQUORHUT,4789,US,0.08803754619753168,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0880. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100295,2024-01-02 03:54:00,353.04,ELECTROHUB,5732,CA,0.08787938529714767,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'unusual_merchant_diversity_pattern']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0879. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100281,2024-03-13 02:07:00,73.15,ELECTROHUB,5921,US,0.08786269080520226,1,"['new_account_low_tenure', 'age_segment_risk_signal']",possible account takeover pattern,"Transaction flagged with anomaly score 0.0879. Key indicators: Account tenure is low, which can increase behavioral uncertainty. Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible account takeover pattern. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100281,2024-03-26 03:55:00,143.51,HOTELINN,5732,US,0.08784654171494011,1,"['new_account_low_tenure', 'age_segment_risk_signal']",possible account takeover pattern,"Transaction flagged with anomaly score 0.0878. Key indicators: Account tenure is low, which can increase behavioral uncertainty. Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible account takeover pattern. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100112,2024-06-19 18:59:00,200.81,LUXSTORE,5732,US,0.08784092584368186,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0878. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100145,2024-03-13 20:44:00,107.12,GENSTORE,5812,US,0.08784092584368186,1,['high_amount_vs_customer_baseline'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0878. Key indicators: Amount is significantly above this customer baseline behavior. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100242,2024-03-16 17:38:00,106.99,GENSTORE,4111,US,0.08782266695911145,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0878. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100198,2024-05-26 18:27:00,124.31,ELECTROHUB,4111,US,0.08776549812324064,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0878. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100033,2024-03-17 02:38:00,458.24,ELECTROHUB,4829,US,0.08772556596062742,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0877. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100103,2024-04-07 17:02:00,104.74,ELECTROHUB,5732,CA,0.08771810674096603,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0877. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100034,2024-02-05 00:23:00,372.92,LUXSTORE,5732,US,0.08764582607463667,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0876. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100002,2024-02-22 17:10:00,460.0,ELECTROHUB,5999,CA,0.08763114564832908,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'unusual_merchant_diversity_pattern']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0876. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100244,2024-04-24 12:51:00,217.12,LUXSTORE,5732,US,0.08762611310933244,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0876. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100125,2024-03-02 20:42:00,125.76,ATM*WITHDRAW,5999,US,0.08755071090125732,1,"['unusual_merchant_diversity_pattern', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0876. Key indicators: Merchant diversity pattern is unusual for this account profile. Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100125,2024-02-21 10:36:00,137.32,CAFEBEAN,5411,US,0.08747281608583768,1,"['unusual_merchant_diversity_pattern', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0875. Key indicators: Merchant diversity pattern is unusual for this account profile. Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100279,2024-02-19 14:52:00,160.83,GENSTORE,5732,CA,0.08742088424040229,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0874. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100152,2024-03-03 07:51:00,365.97,LUXSTORE,4829,US,0.08737693301105276,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0874. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100122,2024-06-13 05:42:00,149.82,GROCERYMART,5812,US,0.08733340566063275,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0873. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100167,2024-05-22 06:26:00,364.57,CRYPTO*EXCHANGE,5999,CA,0.08720173472342263,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0872. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100145,2024-02-03 10:23:00,82.37,ELECTROHUB,5999,US,0.08717287560535647,1,['high_amount_vs_customer_baseline'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0872. Key indicators: Amount is significantly above this customer baseline behavior. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100048,2024-01-10 06:38:00,113.95,ELECTROHUB,4789,US,0.08711876458785084,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0871. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100248,2024-05-15 22:39:00,190.84,SHIP*FREIGHT,5921,US,0.0870450566642692,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0870. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100010,2024-06-21 22:30:00,170.69,ELECTROHUB,5732,US,0.0870450566642692,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0870. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100235,2024-06-14 20:18:00,93.76,GENSTORE,6011,CA,0.0870447638487768,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0870. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100154,2024-06-21 21:56:00,126.53,SHIP*FREIGHT,5812,US,0.08696843460842507,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0870. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100267,2024-05-26 19:21:00,120.36,GENSTORE,7011,US,0.08695828882960921,1,['high_amount_vs_customer_baseline'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0870. Key indicators: Amount is significantly above this customer baseline behavior. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100214,2024-03-03 16:16:00,161.64,ELECTROHUB,5921,US,0.08695828882960921,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0870. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100298,2024-06-02 05:43:00,106.79,GROCERYMART,5812,US,0.08695828882960921,1,['high_amount_vs_customer_baseline'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0870. Key indicators: Amount is significantly above this customer baseline behavior. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100249,2024-05-11 23:24:00,313.92,CRYPTO*EXCHANGE,5999,US,0.0868988736939349,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0869. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100272,2024-04-05 16:51:00,118.28,ELECTROHUB,5411,US,0.08676758850010013,1,['high_amount_vs_customer_baseline'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0868. Key indicators: Amount is significantly above this customer baseline behavior. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100050,2024-04-25 20:15:00,71.24,HOTELINN,5812,US,0.08675391698197132,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0868. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100050,2024-01-24 13:09:00,62.62,SHIP*FREIGHT,5732,US,0.08675391698197132,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0868. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100013,2024-01-20 09:12:00,142.69,ELECTROHUB,4111,CA,0.08668437959548259,1,"['high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0867. Key indicators: Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100013,2024-02-18 23:04:00,136.19,ELECTROHUB,4111,CA,0.08668437959548259,1,"['high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0867. Key indicators: Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100048,2024-06-22 17:41:00,90.25,GROCERYMART,4789,US,0.08665571075308498,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0867. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100068,2024-01-13 19:36:00,213.05,ELECTROHUB,6011,US,0.08662655829724075,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0866. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100147,2024-03-30 10:54:00,197.33,LUXSTORE,4829,US,0.08659725831553866,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0866. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100174,2024-03-28 03:40:00,273.37,SHIP*FREIGHT,6011,US,0.08655816284084328,1,"['high_amount', 'high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0866. Key indicators: Transaction amount is unusually high compared with the global distribution. Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100198,2024-05-23 22:41:00,121.27,GENSTORE,5812,US,0.08638798008314841,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0864. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100120,2024-02-24 05:39:00,105.38,LIQUORHUT,4789,US,0.08638425441383046,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0864. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100297,2024-04-09 15:42:00,135.69,ELECTROHUB,5999,CA,0.08627370324402928,1,"['high_amount_vs_customer_baseline', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0863. Key indicators: Amount is significantly above this customer baseline behavior. Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100125,2024-01-07 10:55:00,112.85,ELECTROHUB,5921,US,0.0862327996844533,1,"['unusual_merchant_diversity_pattern', 'age_segment_risk_signal']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0862. Key indicators: Merchant diversity pattern is unusual for this account profile. Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100066,2024-04-26 16:55:00,147.95,ELECTROHUB,4789,US,0.0859730643683041,1,"['high_amount_vs_customer_baseline', 'large_deviation_from_avg_amount']",possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0860. Key indicators: Amount is significantly above this customer baseline behavior. Current transaction deviates strongly from customer average amount. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
A100025,2024-04-07 11:31:00,101.96,UBER*TRIP,5732,US,0.08589797479917105,1,['age_segment_risk_signal'],possible merchant behavior anomaly,"Transaction flagged with anomaly score 0.0859. Key indicators: Age segment has elevated monitoring sensitivity in this policy. Semantic risk theme: possible merchant behavior anomaly. This is a risk alert, not proof of fraud; analyst verification is recommended."
